Source,___Id_Number,New_ID,Address,J_ID,UNID,WWTP_Name,Country,Area,Circular_Tank_Count,Rectangular_Tank_Count,Desgin_Capacity,WW_Treatment_Level,Latitude,Longitude,Url_Image,type__found_by_AI__flase_positive,Note,Done,Image_Name,Orabi'sClassification,new name
AI_Predictions,,RT_14,,EG18,Satellite_2074_zoom18_3_1.tif,,Egypt,,14,1,,,29.8305168,31.2360497,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2074_3_1.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_2074_3_1.tif,WWTP,RT_14_AI_Predictions_WWTP
AI_Predictions,,RT_15,,EG17,Satellite_2077_zoom18_3_2.tif,,Egypt,,13,3,,,29.887701,31.249794,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2077_3_2.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_2077_3_2.tif,WWTP,RT_15_AI_Predictions_WWTP
AI_Predictions,,RT_16,,EG40,Satellite_2096_zoom18_0_6.tif,,Egypt,,6,7,,,30.2730331,31.3434143,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2096_0_6.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_2096_0_6.tif,WWTP,RT_16_AI_Predictions_WWTP
AI_Predictions,,RT_17,,EG134,Satellite_2123_zoom18_2_2.tif,,Egypt,,1,4,,,30.7965431,31.3102493,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2123_2_2.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_2123_2_2.tif,WWTP,RT_17_AI_Predictions_WWTP
AI_Predictions,,RT_18,,EG120,Satellite_2128_zoom18_3_6.tif,,Egypt,,3,2,,,30.9106731,31.2808838,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2128_3_6.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_2128_3_6.tif,WWTP,RT_18_AI_Predictions_WWTP
AI_Predictions,,RT_19,,EG284,Satellite_2130_zoom18_5_5.tif,,Egypt,,9,5,,,30.9520073,31.2145233,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2130_5_5.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_2130_5_5.tif,WWTP,RT_19_AI_Predictions_WWTP
AI_Predictions,,RT_20,,EG206,Satellite_2545_zoom18_6_0.tif,,Egypt,,3,3,,,30.822361,28.9791088,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2545_6_0.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_2545_6_0.tif,WWTP,RT_20_AI_Predictions_WWTP
AI_Predictions,,RT_21,,EG221,Satellite_2730_zoom18_0_0.tif,,Egypt,,6,2,,,31.296175,30.5395985,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2730_0_0.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_2730_0_0.tif,WWTP,RT_21_AI_Predictions_WWTP
AI_Predictions,,RT_22,,EG321,Satellite_2915_zoom18_4_0.tif,,Egypt,,9,4,,,31.1993084,32.3251534,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2915_4_0.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_2915_4_0.tif,WWTP,RT_22_AI_Predictions_WWTP
AI_Predictions,,RT_23,,EG67,Satellite_3061_zoom18_6_3.tif,,Egypt,,16,5,,,31.3071232,30.3327808,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_3061_6_3.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_3061_6_3.tif,WWTP,RT_23_AI_Predictions_WWTP
AI_Predictions,,RT_24,,EG563,Satellite_3261_zoom18_0_3.tif,,Egypt,,10,2,,,24.0389977,32.9365997,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_3261_0_3.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_3261_0_3.tif,WWTP,RT_24_AI_Predictions_WWTP
AI_Predictions,,RT_25,,EG426,Satellite_737_zoom18_3_6.tif,,Egypt,,6,3,,,29.2876167,30.8823223,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_737_3_6.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_737_3_6.tif,WWTP,RT_25_AI_Predictions_WWTP
AI_Predictions,,RT_26,,EG23,Satellite_754_zoom18_2_3.tif,,Egypt,,7,22,,,29.9005203,30.8563137,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_754_2_3.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_754_2_3.tif,WWTP,RT_26_AI_Predictions_WWTP
AI_Predictions,,RT_27,,EG23,Satellite_754_zoom18_2_4.tif,,Egypt,,2,9,,,29.8976669,30.8614693,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_754_2_4.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_754_2_4.tif,WWTP,RT_27_AI_Predictions_WWTP
AI_Predictions,,RT_28,,EG63,Satellite_806_zoom18_6_1.tif,,Egypt,,1,3,,,31.0038815,30.7143211,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_806_6_1.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_806_6_1.tif,WWTP,RT_28_AI_Predictions_WWTP
AI_Predictions,,RT_29,,EG214,Satellite_808_zoom18_3_5.tif,,Egypt,,1,2,,,31.0261555,30.8683071,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_808_3_5.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_808_3_5.tif,WWTP,RT_29_AI_Predictions_WWTP
AI_Predictions,,RT_30,,EG214,Satellite_808_zoom18_4_5.tif,,Egypt,,1,3,,,31.0250588,30.8682976,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_808_4_5.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_808_4_5.tif,WWTP,RT_30_AI_Predictions_WWTP
AI_Predictions,,RT_31,,EG193,Satellite_960_zoom18_5_1.tif,,Egypt,,4,9,,,31.1919098,31.6411591,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_960_5_1.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_960_5_1.tif,WWTP,RT_31_AI_Predictions_WWTP
AI_Predictions,,RT_32,,EG176,Satellite_967_zoom18_3_6.tif,,Egypt,,3,11,,,31.3297558,31.7468071,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_967_3_6.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers and OpenStreet map,,Done,AI_Predictions_Javiers and OpenStreet map_Focused_967_3_6.tif,WWTP,RT_32_AI_Predictions_WWTP
AI_Predictions,,RT_33,,EG495,Satellite_656_zoom18_3_6.tif,,Egypt,,0,6,,,27.6717262,30.759491,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_656_3_6.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers ,,Done,AI_Predictions_Javiers _Focused_656_3_6.tif,WWTP,RT_33_AI_Predictions_WWTP
AI_Predictions,,RT_34,,EG579,Satellite_1038_zoom18_6_5.tif,,Egypt,,0,11,,,22.846693,31.56534,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1038_6_5.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers,,"Done
",AI_Predictions_Javiers_Focused_1038_6_5.tif,WWTP,RT_34_AI_Predictions_WWTP
AI_Predictions,,RT_35,,EG536,Satellite_1051_zoom18_0_5.tif,,Egypt,,0,13,,,26.6161938,31.5018368,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1051_0_5.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers,,Done,AI_Predictions_Javiers_Focused_1051_0_5.tif,WWTP,RT_35_AI_Predictions_WWTP
AI_Predictions,,RT_36,,EG537,Satellite_1052_zoom18_5_5.tif,,Egypt,,0,23,,,26.57094,31.566597,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1052_5_5.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers,,Done,AI_Predictions_Javiers_Focused_1052_5_5.tif,WWTP,RT_36_AI_Predictions_WWTP
AI_Predictions,,RT_37,,EG501,Satellite_1064_zoom18_1_4.tif,,Egypt,,0,11,,,26.8454399,31.5538712,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1064_1_4.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers,,Done,AI_Predictions_Javiers_Focused_1064_1_4.tif,WWTP,RT_37_AI_Predictions_WWTP
AI_Predictions,,RT_38,,EG364,Satellite_1106_zoom18_3_4.tif,,Egypt,,3,10,,,30.3716927,31.439352,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1106_3_4.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers,,Done,AI_Predictions_Javiers_Focused_1106_3_4.tif,WWTP,RT_38_AI_Predictions_WWTP
AI_Predictions,,RT_39,,EG368,Satellite_1109_zoom18_3_5.tif,,Egypt,,3,8,,,30.427248,31.4435864,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1109_3_5.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,Javiers,,Done,AI_Predictions_Javiers_Focused_1109_3_5.tif,WWTP,RT_39_AI_Predictions_WWTP
